pixel,dens_m2_all,w_pixel_all,lon,lat
1615,0.2,3.963553328825958e-4,-80.12500271728956,27.174999539141325
1706,0.23750000000000002,4.706719577980826e-4,-80.12500271728956,27.124999539989272
1889,0.5875,0.0011642937903426252,-80.0750027155939,27.024999541685162
1980,0.53,0.001050341632138879,-80.0750027155939,26.97499954253311
2345,0.625,0.001238610415258112,-80.02500271389825,26.774999545924892
2436,1.2,0.0023781319972955746,-80.02500271389825,26.72499954677284
2527,0.9875,0.001957004456107817,-80.02500271389825,26.674999547620786
2618,0.79,0.0015656035648862535,-80.02500271389825,26.624999548468733
2709,0.7833333333333333,0.0015523917204568335,-80.02500271389825,26.574999549316676
2800,1.9249999999999998,0.0038149200789949845,-80.02500271389825,26.524999550164623
2891,1.9,0.00376537566238466,-80.02500271389825,26.47499955101257
2982,1.375,0.002724942913567846,-80.02500271389825,26.424999551860516
3072,1.525,0.003022209413229793,-80.0750027155939,26.37499955270846
3345,1.8375,0.003641514620858849,-80.0750027155939,26.2249995552523
3436,1.11875,0.0022171126433120202,-80.0750027155939,26.174999556100246
3527,1.0571428571428572,0.002095021045236578,-80.0750027155939,26.12499955694819
3617,0.9375,0.0018579156228871678,-80.12500271728956,26.074999557796136
3618,1.8250000000000002,0.003616742412553687,-80.0750027155939,26.074999557796136
3708,1.0642857142857143,0.002109176592839528,-80.12500271728956,26.024999558644083
3709,0.8812500000000001,0.0017464406855139379,-80.0750027155939,26.024999558644083
3799,1.415909090909091,0.002806015595293832,-80.12500271728956,25.97499955949203
3800,1.2638888888888888,0.002504745506410848,-80.0750027155939,25.97499955949203
3890,1.0596153846153846,0.002099921042483753,-80.12500271728956,25.924999560339977
3891,1.0500000000000003,0.0020808654976336286,-80.0750027155939,25.924999560339977
3981,0.425,8.422550823755161e-4,-80.12500271728956,25.87499956118792
3982,1.6083333333333332,0.003187357468597541,-80.0750027155939,25.87499956118792
4072,0.635,0.0012584281819022418,-80.12500271728956,25.824999562035867
4073,1.4083333333333332,0.0027910021357149453,-80.0750027155939,25.824999562035867
4163,0.5125,0.0010156605405116518,-80.12500271728956,25.774999562883814
4164,0.5875,0.0011642937903426252,-80.0750027155939,25.774999562883814
4254,0.3,5.945329993238936e-4,-80.12500271728956,25.72499956373176
4346,2.9249999999999994,0.005796696743407962,-80.0750027155939,25.674999564579707
4436,1,0.0019817766644129793,-80.12500271728956,25.62499956542765
4437,1.375,0.002724942913567846,-80.0750027155939,25.62499956542765
4527,2.2583333333333333,0.004475512300465978,-80.12500271728956,25.574999566275597
4528,1.4250000000000003,0.0028240317467884955,-80.0750027155939,25.574999566275597
4618,3.975,0.007877562241041592,-80.12500271728956,25.524999567123544
4708,4.15625,0.008236759261466444,-80.17500271898521,25.47499956797149
4709,4.491666666666666,0.00890148018432163,-80.12500271728956,25.47499956797149
4799,5.270833333333333,0.010445614502010077,-80.17500271898521,25.424999568819437
4800,2.5125,0.00497921386933761,-80.12500271728956,25.424999568819437
4890,5.550000000000001,0.010998860487492036,-80.17500271898521,25.37499956966738
4891,3.8499999999999996,0.007629840157989969,-80.12500271728956,25.37499956966738
4980,4.58,0.009076537123011444,-80.22500272068088,25.324999570515327
4981,3.8785714285714286,0.007686462348401769,-80.17500271898521,25.324999570515327
5071,2.84375,0.005635677389424409,-80.22500272068088,25.274999571363274
5072,7.4750000000000005,0.014813780566487019,-80.17500271898521,25.274999571363274
5161,4.3,0.00852163965697581,-80.27500272237653,25.22499957221122
5162,2.165,0.004290546478454099,-80.22500272068088,25.22499957221122
5163,3.6249999999999996,0.0071839404084970485,-80.17500271898521,25.22499957221122
5252,3.38,0.006698405125715869,-80.27500272237653,25.174999573059168
5253,2.075,0.004112186578656932,-80.22500272068088,25.174999573059168
5342,4.694999999999999,0.009304441439418935,-80.32500272407219,25.12499957390711
5343,3.405,0.006747949542326193,-80.27500272237653,25.12499957390711
5432,3.4125,0.006762812867309291,-80.37500272576784,25.074999574755058
5433,2.958333333333333,0.005862755965555063,-80.32500272407219,25.074999574755058
5521,7.65,0.01516059148275929,-80.47500272915916,25.024999575603005
5522,4.9,0.009710705655623599,-80.4250027274635,25.024999575603005
5523,3.0982142857142856,0.0061399687727794975,-80.37500272576784,25.024999575603005
5524,4.075,0.00807573990748289,-80.32500272407219,25.024999575603005
5610,0.22499999999999998,4.4589974949292024e-4,-80.57500273255047,24.97499957645095
5611,3.17,0.006282232026189143,-80.52500273085481,24.97499957645095
5612,3.815,0.007560477974735515,-80.47500272915916,24.97499957645095
5613,1.8583333333333334,0.003682801634700786,-80.4250027274635,24.97499957645095
5701,0.6000000000000001,0.0011890659986477875,-80.57500273255047,24.924999577298898
5702,3.4083333333333337,0.006754555464540905,-80.52500273085481,24.924999577298898
5703,2.2875,0.00453331411984469,-80.47500272915916,24.924999577298898
5791,5.949999999999999,0.011791571153257224,-80.62500273424612,24.87499957814684
5792,3.3812499999999996,0.0067008823465463845,-80.57500273255047,24.87499957814684
5793,2.85,0.00564806349357699,-80.52500273085481,24.87499957814684
5880,2.175,0.004310364245098229,-80.72500273763744,24.824999578994788
5882,4.1,0.008125284324093214,-80.62500273424612,24.824999578994788
5970,2.6083333333333334,0.005169134133010521,-80.77500273933309,24.774999579842735
5971,2.7874999999999996,0.005524202452051178,-80.72500273763744,24.774999579842735
6018,2.025,0.004013097745436282,-82.92500281224632,24.72499958069068
6019,2.1083333333333334,0.004178245800804031,-82.87500281055067,24.72499958069068
6020,1.8225,0.0036117879708926545,-82.825002808855,24.72499958069068
6021,2.5416666666666665,0.0050370156887163215,-82.77500280715935,24.72499958069068
6057,13.162499999999998,0.02608513534533583,-80.97500274611572,24.72499958069068
6058,12.5,0.02477220830516224,-80.92500274442006,24.72499958069068
6059,9.825000000000001,0.019470955727857522,-80.8750027427244,24.72499958069068
6060,1.35,0.002675398496957522,-80.82500274102875,24.72499958069068
6061,5.55,0.010998860487492034,-80.77500273933309,24.72499958069068
6109,2.713888888888889,0.005378321669809669,-82.92500281224632,24.674999581538625
6110,4.645,0.009205352606198286,-82.87500281055067,24.674999581538625
6111,3.3041666666666667,0.0065481203953312184,-82.825002808855,24.674999581538625
6112,2.3666666666666667,0.0046902047724440505,-82.77500280715935,24.674999581538625
6145,9.7,0.019223233644805895,-81.12500275120269,24.674999581538625
6146,8.533333333333333,0.01691116086965742,-81.07500274950704,24.674999581538625
6147,8.170833333333334,0.016192766828807718,-81.02500274781137,24.674999581538625
6148,3.725,0.007382118074938347,-80.97500274611572,24.674999581538625
6199,2.132142857142857,0.00422543095948053,-82.97500281394198,24.62499958238657
6200,3.625,0.007183940408497049,-82.92500281224632,24.62499958238657
6201,2.96,0.005866058926662418,-82.87500281055067,24.62499958238657
6202,4.004166666666666,0.007935364060420303,-82.825002808855,24.62499958238657
6231,2.941666666666667,0.005829726354481514,-81.37500275968097,24.62499958238657
6234,6.633333333333333,0.01314578520727276,-81.225002754594,24.62499958238657
6235,1.4333333333333333,0.00284054655232527,-81.17500275289835,24.62499958238657
6236,2.65,0.005251708160694394,-81.12500275120269,24.62499958238657
6237,2.1166666666666667,0.004194760606340805,-81.07500274950704,24.62499958238657
6290,3.05,0.006044418826459586,-82.97500281394198,24.57499958323452
6291,3.253125,0.006446967211418472,-82.92500281224632,24.57499958323452
6292,3.4083333333333337,0.006754555464540905,-82.87500281055067,24.57499958323452
6315,0.7250000000000001,0.00143678808169941,-81.72500277155056,24.57499958323452
6316,3.10625,0.006155893763832816,-81.67500276985491,24.57499958323452
6318,5,0.009908883322064896,-81.5750027664636,24.57499958323452
6320,8.200000000000003,0.016250568648186435,-81.47500276307228,24.57499958323452
6321,3.1166666666666667,0.006176537270753785,-81.42500276137663,24.57499958323452
6322,7.175,0.014219247567163125,-81.37500275968097,24.57499958323452
6323,1.325,0.002625854080347197,-81.32500275798532,24.57499958323452
6325,1.575,0.003121298246450442,-81.225002754594,24.57499958323452
6326,3.6500000000000004,0.007233484825107374,-81.17500275289835,24.57499958323452
6389,5.2875,0.010478644113083626,-82.57500280037672,24.524999584082465
6394,9.274999999999999,0.01838097856243038,-82.32500279189844,24.524999584082465
6395,6.375,0.012633826235632742,-82.27500279020279,24.524999584082465
6401,2.6583333333333337,0.00526822296623117,-81.975002780028845,24.524999584082465
6402,3.55,0.007035307158666075,-81.9250027783332,24.524999584082465
6406,4.5625,0.009041856031384217,-81.72500277155056,24.524999584082465
6407,4.49375,0.008905608885705825,-81.67500276985491,24.524999584082465
6408,4.3277777777777775,0.008576689008765058,-81.62500276815925,24.524999584082465
6409,4.240625,0.008403971667526289,-81.5750027664636,24.524999584082465
6410,4,0.007927106657651917,-81.52500276476795,24.524999584082465
6411,1.15,0.0022790431640749256,-81.47500276307228,24.524999584082465
6412,4.0375,0.008001423282567402,-81.42500276137663,24.524999584082465
6480,5.01,0.009928701088709024,-82.57500280037672,24.47499958493041
6485,10.8,0.021403187975660175,-82.32500279189844,24.47499958493041
6486,1.9416666666666669,0.0038479496900685347,-82.27500279020279,24.47499958493041
6487,4.28125,0.008484481344518067,-82.22500278850713,24.47499958493041
6488,4.583333333333333,0.009083143045226153,-82.17500278681148,24.47499958493041
6489,6.0375,0.01196497661139336,-82.12500278511583,24.47499958493041
6490,4.46875,0.0088560644690955,-82.07500278342016,24.47499958493041
6491,7.4625,0.014789008358181857,-82.02500278172451,24.47499958493041
6492,6.946428571428571,0.013766270043868729,-81.975002780028845,24.47499958493041
6493,8.55,0.016944190480730974,-81.9250027783332,24.47499958493041
6494,4.652777777777778,0.009220766424699278,-81.87500277663753,24.47499958493041
6495,4.425000000000001,0.008769361740027433,-81.82500277494188,24.47499958493041
6496,4.075,0.00807573990748289,-81.77500277324623,24.47499958493041
6497,4.470000000000001,0.008858541689926018,-81.72500277155056,24.47499958493041
6570,2.2666666666666666,0.004492027106002753,-82.62500280207239,24.424999585778355
6571,8.125,0.016101935398355454,-82.57500280037672,24.424999585778355
6572,4.525,0.00896753940646873,-82.52500279868107,24.424999585778355
6573,2.566666666666667,0.005086560105326646,-82.47500279698541,24.424999585778355
6574,3.35625,0.0066513379299360615,-82.42500279528976,24.424999585778355
6575,1.0125,0.002006548872718141,-82.3750027935941,24.424999585778355
6576,1.5750000000000002,0.0031212982464504423,-82.32500279189844,24.424999585778355
6582,1.0499999999999998,0.0020808654976336278,-82.02500278172451,24.424999585778355
6583,2.5583333333333336,0.005070045299789872,-81.975002780028845,24.424999585778355
6584,1.6,0.0031708426630607666,-81.9250027783332,24.424999585778355
